region	chr	midPos	Nsites
(691,816)(2516,2944)(2400,3000)	scaffold_102	2700	127	0.049337
(691,829)(2516,3099)(2500,3100)	scaffold_102	2800	140	0.049320
(769,907)(2897,3199)(2600,3200)	scaffold_102	2900	140	0.049421
(769,945)(2897,3244)(2700,3300)	scaffold_102	3000	178	0.049362
(769,945)(2897,3244)(2800,3400)	scaffold_102	3100	178	0.049362
(772,978)(2900,3443)(2900,3500)	scaffold_102	3200	208	0.049329
(817,1039)(3087,3599)(3000,3600)	scaffold_102	3300	224	0.049040
(830,1061)(3100,3621)(3100,3700)	scaffold_102	3400	233	0.048962
(908,1061)(3200,3621)(3200,3800)	scaffold_102	3500	155	0.048902
(946,1115)(3411,3892)(3300,3900)	scaffold_102	3600	171	0.048921
(946,1115)(3411,3892)(3400,4000)	scaffold_102	3700	171	0.048921
(979,1179)(3539,4084)(3500,4100)	scaffold_102	3800	202	0.048906
(1040,1179)(3600,4084)(3600,4200)	scaffold_102	3900	141	0.048913
(1062,1211)(3839,4299)(3700,4300)	scaffold_102	4000	151	0.049054
(1062,1220)(3839,4308)(3800,4400)	scaffold_102	4100	160	0.049058
(1116,1276)(4021,4499)(3900,4500)	scaffold_102	4200	162	0.049094
(1116,1320)(4021,4543)(4000,4600)	scaffold_102	4300	206	0.049051
(1180,1357)(4268,4699)(4100,4700)	scaffold_102	4400	179	0.049098
(1180,1388)(4268,4730)(4200,4800)	scaffold_102	4500	210	0.049039
(1212,1388)(4300,4730)(4300,4900)	scaffold_102	4600	178	0.049025
(1221,1388)(4444,4730)(4400,5000)	scaffold_102	4700	169	0.049020
(1277,1388)(4500,4730)(4500,5100)	scaffold_102	4800	113	0.048931
(1321,1457)(4631,5199)(4600,5200)	scaffold_102	4900	138	0.049243
(1358,1488)(4700,5230)(4700,5300)	scaffold_102	5000	132	0.049264
(1389,1488)(5131,5230)(4800,5400)	scaffold_102	5100	101	0.049419
(1389,1578)(5131,5499)(4900,5500)	scaffold_102	5200	191	0.049654
(1389,1657)(5131,5599)(5000,5600)	scaffold_102	5300	270	0.049474
(1389,1676)(5131,5699)(5100,5700)	scaffold_102	5400	289	0.049455
(1458,1766)(5200,5789)(5200,5800)	scaffold_102	5500	310	0.049377
(1489,1772)(5410,5811)(5300,5900)	scaffold_102	5600	285	0.049386
(1489,1817)(5410,5999)(5400,6000)	scaffold_102	5700	330	0.049353
(1579,1854)(5500,6036)(5500,6100)	scaffold_102	5800	277	0.049225
(1658,1897)(5600,6199)(5600,6200)	scaffold_102	5900	241	0.049531
(1677,1901)(5700,6203)(5700,6300)	scaffold_102	6000	226	0.049477
(1767,1994)(5806,6394)(5800,6400)	scaffold_102	6100	229	0.049852
(1773,2009)(5955,6499)(5900,6500)	scaffold_102	6200	238	0.049830
(1818,2094)(6000,6584)(6000,6600)	scaffold_102	6300	278	0.049938
(1855,2134)(6157,6668)(6100,6700)	scaffold_102	6400	281	0.050114
(1898,2167)(6200,6799)(6200,6800)	scaffold_102	6500	271	0.049970
(1902,2242)(6302,6899)(6300,6900)	scaffold_102	6600	342	0.050008
(1995,2244)(6485,6901)(6400,7000)	scaffold_102	6700	251	0.049935
(2010,2244)(6500,6901)(6500,7100)	scaffold_102	6800	236	0.049981
(2095,2271)(6629,7199)(6600,7200)	scaffold_102	6900	178	0.049934
(2135,2370)(6767,7299)(6700,7300)	scaffold_102	7000	237	0.049747
(2168,2408)(6800,7337)(6800,7400)	scaffold_102	7100	242	0.049735
(2243,2471)(6900,7499)(6900,7500)	scaffold_102	7200	230	0.049574
(2245,2508)(7173,7536)(7000,7600)	scaffold_102	7300	265	0.049529
(2245,2508)(7173,7536)(7100,7700)	scaffold_102	7400	265	0.049529
(2272,2542)(7200,7799)(7200,7800)	scaffold_102	7500	272	0.049504
(2371,2626)(7300,7899)(7300,7900)	scaffold_102	7600	257	0.049190
(2409,2626)(7437,7899)(7400,8000)	scaffold_102	7700	219	0.049202
(2472,2643)(7500,8099)(7500,8100)	scaffold_102	7800	173	0.049182
(2509,2726)(7766,8182)(7600,8200)	scaffold_102	7900	219	0.048629
(2509,2791)(7766,8299)(7700,8300)	scaffold_102	8000	284	0.048726
(2543,2813)(7800,8321)(7800,8400)	scaffold_102	8100	272	0.048716
(2627,2814)(8083,8499)(7900,8500)	scaffold_102	8200	189	0.048552
(2627,2914)(8083,8599)(8000,8600)	scaffold_102	8300	289	0.048842
(2644,2956)(8100,8641)(8100,8700)	scaffold_102	8400	314	0.048840
(2727,3030)(8235,8799)(8200,8800)	scaffold_102	8500	305	0.049053
(2792,3049)(8300,8818)(8300,8900)	scaffold_102	8600	259	0.049071
(2814,3049)(8499,8818)(8400,9000)	scaffold_102	8700	237	0.049060
(2815,3082)(8500,9099)(8500,9100)	scaffold_102	8800	269	0.049248
(2915,3111)(8600,9199)(8600,9200)	scaffold_102	8900	198	0.049281
(94,274)(100,699)(100,700)	scaffold_103	400	182	0.049307
(126,335)(383,760)(200,800)	scaffold_103	500	211	0.049255
(126,430)(383,899)(300,900)	scaffold_103	600	306	0.044609
(143,514)(400,999)(400,1000)	scaffold_103	700	373	0.045400
(243,556)(500,1083)(500,1100)	scaffold_103	800	315	0.044588
(270,625)(695,1199)(600,1200)	scaffold_103	900	357	0.045073
(275,682)(700,1299)(700,1300)	scaffold_103	1000	409	0.045364
(336,782)(805,1399)(800,1400)	scaffold_103	1100	448	0.045922
(431,796)(900,1413)(900,1500)	scaffold_103	1200	367	0.049240
(515,796)(1000,1413)(1000,1600)	scaffold_103	1300	283	0.049260
(557,796)(1131,1413)(1100,1700)	scaffold_103	1400	241	0.049282
(626,825)(1200,1799)(1200,1800)	scaffold_103	1500	201	0.049284
(683,866)(1300,1870)(1300,1900)	scaffold_103	1600	185	0.049297
(783,880)(1400,1999)(1400,2000)	scaffold_103	1700	99	0.048960
(797,966)(1771,2085)(1500,2100)	scaffold_103	1800	171	0.049188
(797,1005)(1771,2199)(1600,2200)	scaffold_103	1900	210	0.049175
(797,1013)(1771,2207)(1700,2300)	scaffold_103	2000	218	0.049173
(826,1024)(1800,2399)(1800,2400)	scaffold_103	2100	200	0.049184
(867,1113)(1986,2488)(1900,2500)	scaffold_103	2200	248	0.049226
(881,1113)(2000,2488)(2000,2600)	scaffold_103	2300	234	0.049225
(967,1113)(2108,2488)(2100,2700)	scaffold_103	2400	148	0.049218
(1006,1113)(2200,2488)(2200,2800)	scaffold_103	2500	109	0.049255
(1014,1174)(2389,2899)(2300,2900)	scaffold_103	2600	162	0.049692
(1025,1183)(2400,2908)(2400,3000)	scaffold_103	2700	160	0.049694
(1114,1183)(2839,2908)(2500,3100)	scaffold_103	2800	71	0.050061
(1114,1223)(2839,3150)(2600,3200)	scaffold_103	2900	111	0.050195
(1114,1223)(2839,3150)(2700,3300)	scaffold_103	3000	111	0.050195
(1114,1223)(2839,3150)(2800,3400)	scaffold_103	3100	111	0.050195
(1175,1223)(2900,3150)(2900,3500)	scaffold_103	3200	50	0.050267
(1184,1284)(3111,3599)(3000,3600)	scaffold_103	3300	102	0.049788
(1184,1305)(3111,3620)(3100,3700)	scaffold_103	3400	123	0.049692
(1224,1305)(3539,3620)(3200,3800)	scaffold_103	3500	83	0.049220
(1224,1305)(3539,3620)(3300,3900)	scaffold_103	3600	83	0.049220
(1224,1305)(3539,3620)(3400,4000)	scaffold_103	3700	83	0.049220
(1224,1305)(3539,3620)(3500,4100)	scaffold_103	3800	83	0.049220
(1285,1305)(3600,3620)(3600,4200)	scaffold_103	3900	22	0.049191
(1306,1347)(4258,4299)(3700,4300)	scaffold_103	4000	43	0.050111
(1306,1361)(4258,4313)(3800,4400)	scaffold_103	4100	57	0.049900
(1306,1361)(4258,4313)(3900,4500)	scaffold_103	4200	57	0.049900
(1306,1361)(4258,4313)(4000,4600)	scaffold_103	4300	57	0.049900
(1306,1385)(4258,4699)(4100,4700)	scaffold_103	4400	81	0.049515
(1306,1485)(4258,4799)(4200,4800)	scaffold_103	4500	181	0.049359
(1348,1529)(4300,4843)(4300,4900)	scaffold_103	4600	183	0.049105
(1362,1529)(4676,4843)(4400,5000)	scaffold_103	4700	169	0.049103
(1362,1529)(4676,4843)(4500,5100)	scaffold_103	4800	169	0.049103
(1362,1559)(4676,5199)(4600,5200)	scaffold_103	4900	199	0.049345
(1386,1598)(4700,5238)(4700,5300)	scaffold_103	5000	214	0.049394
(1486,1598)(4800,5238)(4800,5400)	scaffold_103	5100	114	0.049548
(1530,1598)(5170,5238)(4900,5500)	scaffold_103	5200	70	0.049768
(1530,1613)(5170,5599)(5000,5600)	scaffold_103	5300	85	0.049663
(1530,1637)(5170,5623)(5100,5700)	scaffold_103	5400	109	0.049552
(1560,1722)(5200,5799)(5200,5800)	scaffold_103	5500	164	0.049051
(1599,1760)(5585,5899)(5300,5900)	scaffold_103	5600	163	0.049070
(1599,1850)(5585,5999)(5400,6000)	scaffold_103	5700	253	0.049052
(1599,1901)(5585,6050)(5500,6100)	scaffold_103	5800	304	0.048995
(1614,1979)(5600,6199)(5600,6200)	scaffold_103	5900	367	0.048918
(1638,2021)(5701,6299)(5700,6300)	scaffold_103	6000	385	0.048902
(1723,2108)(5800,6386)(5800,6400)	scaffold_103	6100	387	0.048950
(1761,2152)(5900,6499)(5900,6500)	scaffold_103	6200	393	0.048855
(1851,2252)(6000,6599)(6000,6600)	scaffold_103	6300	403	0.048867
(1902,2311)(6122,6658)(6100,6700)	scaffold_103	6400	411	0.048905
(1980,2365)(6200,6799)(6200,6800)	scaffold_103	6500	387	0.048980
(2022,2462)(6300,6899)(6300,6900)	scaffold_103	6600	442	0.048897
(2109,2546)(6456,6999)(6400,7000)	scaffold_103	6700	439	0.048879
(2153,2640)(6500,7093)(6500,7100)	scaffold_103	6800	489	0.049083
(2253,2640)(6600,7093)(6600,7200)	scaffold_103	6900	389	0.049093
(2312,2667)(6727,7299)(6700,7300)	scaffold_103	7000	357	0.049100
(2366,2753)(6800,7399)(6800,7400)	scaffold_103	7100	389	0.049032
(2463,2770)(6900,7466)(6900,7500)	scaffold_103	7200	309	0.049193
(2547,2770)(7000,7466)(7000,7600)	scaffold_103	7300	225	0.049209
(2641,2770)(7273,7466)(7100,7700)	scaffold_103	7400	131	0.048910
(2641,2826)(7273,7799)(7200,7800)	scaffold_103	7500	187	0.048892
(2668,2888)(7314,7872)(7300,7900)	scaffold_103	7600	222	0.048849
(2754,2888)(7400,7872)(7400,8000)	scaffold_103	7700	136	0.048901
(2771,2891)(7744,8073)(7500,8100)	scaffold_103	7800	122	0.048847
(2771,2891)(7744,8073)(7600,8200)	scaffold_103	7900	122	0.048847
(2771,2891)(7744,8073)(7700,8300)	scaffold_103	8000	122	0.048847
(2827,2904)(7800,8399)(7800,8400)	scaffold_103	8100	79	0.048901
(2889,2991)(8071,8486)(7900,8500)	scaffold_103	8200	104	0.050031
(2889,3002)(8071,8536)(8000,8600)	scaffold_103	8300	115	0.049950
(2892,3002)(8387,8536)(8100,8700)	scaffold_103	8400	112	0.049972
(2892,3002)(8387,8536)(8200,8800)	scaffold_103	8500	112	0.049972
(2892,3083)(8387,8899)(8300,8900)	scaffold_103	8600	193	0.049503
(2905,3123)(8400,8939)(8400,9000)	scaffold_103	8700	220	0.049467
(2992,3123)(8526,8939)(8500,9100)	scaffold_103	8800	133	0.049030
(3003,3151)(8819,9161)(8600,9200)	scaffold_103	8900	150	0.048901
(3003,3151)(8819,9161)(8700,9300)	scaffold_103	9000	150	0.048901
(3003,3151)(8819,9161)(8800,9400)	scaffold_103	9100	150	0.048901
(3084,3153)(8900,9499)(8900,9500)	scaffold_103	9200	71	0.048855
(56,375)(4000,4465)(4000,4600)	scaffold_1031	4300	321	0.046722
(22,222)(729,1099)(500,1100)	scaffold_104	800	202	0.049243
(22,317)(729,1195)(600,1200)	scaffold_104	900	297	0.049255
(22,351)(729,1278)(700,1300)	scaffold_104	1000	331	0.049242
(93,416)(800,1399)(800,1400)	scaffold_104	1100	325	0.049237
(191,494)(900,1499)(900,1500)	scaffold_104	1200	305	0.049221
(207,587)(1084,1592)(1000,1600)	scaffold_104	1300	382	0.049192
(223,587)(1100,1592)(1100,1700)	scaffold_104	1400	366	0.049189
(318,587)(1245,1592)(1200,1800)	scaffold_104	1500	271	0.049159
(352,587)(1332,1592)(1300,1900)	scaffold_104	1600	237	0.049163
(417,587)(1400,1592)(1400,2000)	scaffold_104	1700	172	0.049176
(495,587)(1500,1592)(1500,2100)	scaffold_104	1800	94	0.049113
(588,626)(2261,2299)(1700,2300)	scaffold_104	2000	40	0.048801
(588,687)(2261,2360)(1800,2400)	scaffold_104	2100	101	0.037089
(588,687)(2261,2360)(1900,2500)	scaffold_104	2200	101	0.037089
(588,687)(2261,2360)(2000,2600)	scaffold_104	2300	101	0.037089
(588,781)(2261,2699)(2100,2700)	scaffold_104	2400	195	0.042108
(588,787)(2261,2705)(2200,2800)	scaffold_104	2500	201	0.042290
(627,822)(2300,2899)(2300,2900)	scaffold_104	2600	197	0.041970
(688,863)(2606,2940)(2400,3000)	scaffold_104	2700	177	0.049148
(688,863)(2606,2940)(2500,3100)	scaffold_104	2800	177	0.049148
(688,863)(2606,2940)(2600,3200)	scaffold_104	2900	177	0.049148
(782,863)(2700,2940)(2700,3300)	scaffold_104	3000	83	0.049179
(788,863)(2865,2940)(2800,3400)	scaffold_104	3100	77	0.049184
(823,863)(2900,2940)(2900,3500)	scaffold_104	3200	42	0.049170
(864,929)(3511,3599)(3000,3600)	scaffold_104	3300	67	0.049011
(864,953)(3511,3623)(3100,3700)	scaffold_104	3400	91	0.049046
(864,953)(3511,3623)(3200,3800)	scaffold_104	3500	91	0.049046
(864,973)(3511,3899)(3300,3900)	scaffold_104	3600	111	0.049010
(864,1073)(3511,3999)(3400,4000)	scaffold_104	3700	211	0.048951
(864,1089)(3511,4021)(3500,4100)	scaffold_104	3800	227	0.049152
(930,1120)(3600,4136)(3600,4200)	scaffold_104	3900	192	0.049198
(954,1120)(3880,4136)(3700,4300)	scaffold_104	4000	168	0.049203
(954,1120)(3880,4136)(3800,4400)	scaffold_104	4100	168	0.049203
(974,1120)(3900,4136)(3900,4500)	scaffold_104	4200	148	0.049254
(1074,1120)(4000,4136)(4000,4600)	scaffold_104	4300	48	0.050046
(1090,1120)(4106,4136)(4100,4700)	scaffold_104	4400	32	0.049153
